;cole_naturaleza;cole_bilingue;cole_calendario;cole_jornada;fami_tieneautomovil;fami_estratovivienda;fami_tieneinternet;fami_tienecomputador;estu_edad_cat;desemp_ingles;avg_punt_global
0;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;<= 25;A-;Medium
1;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;<= 25;A1;High
2;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;<= 25;A2;High
3;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;Si;<= 25;A-;Very High
4;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
5;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A1;Medium
6;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
7;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
8;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
9;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
10;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A-;Low
11;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A1;Medium
12;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A2;High
13;OFICIAL;N;A;UNICA;No;Estrato 3;No;Si;<= 25;A-;Low
14;OFICIAL;N;A;UNICA;No;Estrato 3;No;Si;<= 25;A1;High
15;OFICIAL;N;A;UNICA;No;Estrato 3;No;Si;<= 25;A2;Very High
16;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A-;Low
17;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A1;Medium
18;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A2;Medium
19;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;B1;High
20;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A-;Medium
21;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A1;Medium
22;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A2;High
23;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;B+;High
24;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;B1;Very High
25;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;>= 26;A-;Medium
26;OFICIAL;N;A;UNICA;No;Estrato 4;No;No;<= 25;A2;Very High
27;OFICIAL;N;A;UNICA;No;Estrato 4;Si;Si;<= 25;A2;High
28;OFICIAL;N;A;UNICA;No;Estrato 5 y 6;Si;Si;<= 25;A-;Medium
29;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;No;Si;<= 25;A-;Low
30;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;No;<= 25;A1;High
31;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
32;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
33;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
34;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
35;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;No;<= 25;A1;High
36;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;No;<= 25;A2;Medium
37;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A-;Low
38;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A1;Medium
39;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A2;High
40;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;B+;Very High
41;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
42;OFICIAL;N;A;UNICA;Si;Estrato 4;Si;Si;<= 25;A1;Low
43;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A-;Medium
44;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A1;High
45;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A2;Very High
46;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A1;High
47;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A2;Very High
48;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;>= 26;A1;Low
49;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
50;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A1;High
51;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A2;Very High
52;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;B1;Very High
53;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
54;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
55;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
56;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;B1;High
57;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;<= 25;A-;Medium
58;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;<= 25;A2;Very High
59;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;Si;<= 25;A2;High
60;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A-;Low
61;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A1;Medium
62;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A2;High
63;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;B1;Very High
64;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A-;Medium
65;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A1;High
66;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A2;High
67;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;B+;Very High
68;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;B1;Very High
69;OFICIAL;N;A;MAÑANA;No;Estrato 4;Si;Si;<= 25;A2;Very High
70;OFICIAL;N;A;MAÑANA;No;Estrato 4;Si;Si;<= 25;B1;Very High
71;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;No;No;<= 25;A2;Medium
72;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;No;<= 25;A-;Low
73;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
74;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
75;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
76;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
77;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;>= 26;B1;Very High
78;OFICIAL;N;A;MAÑANA;Si;Estrato 3;No;No;<= 25;A-;Medium
79;OFICIAL;N;A;MAÑANA;Si;Estrato 3;No;No;<= 25;A1;Very High
80;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;No;<= 25;A2;Low
81;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A-;Low
82;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A1;High
83;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A2;High
84;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;B+;Very High
85;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
86;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A-;Medium
87;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A1;High
88;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A-;Medium
89;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A1;Medium
90;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
91;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A1;Medium
92;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A2;Medium
93;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;B1;High
94;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
95;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
96;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
97;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
98;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;>= 26;A-;Low
99;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;>= 26;A2;Very High
100;OFICIAL;N;A;TARDE;No;Estrato 3;No;No;<= 25;A1;High
101;OFICIAL;N;A;TARDE;No;Estrato 3;No;No;<= 25;A2;Medium
102;OFICIAL;N;A;TARDE;No;Estrato 3;Si;No;<= 25;A-;Low
103;OFICIAL;N;A;TARDE;No;Estrato 3;Si;No;<= 25;A1;High
104;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A-;Medium
105;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A1;High
106;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A2;Medium
107;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;B1;High
108;OFICIAL;N;A;TARDE;No;Sin Estrato;Si;Si;<= 25;A-;Medium
109;OFICIAL;N;A;TARDE;No;Sin Estrato;Si;Si;<= 25;A1;Low
110;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;No;<= 25;A-;Medium
111;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;No;<= 25;A1;Medium
112;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
113;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
114;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
115;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
116;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;No;<= 25;A1;High
117;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A-;Low
118;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A1;Medium
119;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A2;Very High
120;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;B1;Very High
121;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;>= 26;A-;Low
122;OFICIAL;N;A;TARDE;Si;Estrato 5 y 6;Si;Si;<= 25;A-;Low
123;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A-;Low
124;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A1;Medium
125;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A2;High
126;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
127;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A1;High
128;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
129;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A1;High
130;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
131;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
132;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
133;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;B1;High
134;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;<= 25;A-;High
135;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;<= 25;A1;Medium
136;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;Si;<= 25;A-;High
137;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;Si;<= 25;A2;Very High
138;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;Si;<= 25;B1;Very High
139;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A-;Medium
140;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A1;High
141;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A2;Medium
142;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;B1;High
143;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A-;Medium
144;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A1;High
145;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A2;High
146;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;B1;Very High
147;OFICIAL;N;A;MAÑANA;No;Estrato 4;Si;Si;<= 25;A1;Low
148;OFICIAL;N;A;MAÑANA;No;Estrato 5 y 6;No;No;<= 25;A-;High
149;OFICIAL;N;A;MAÑANA;No;Estrato 5 y 6;Si;No;<= 25;A-;Low
150;OFICIAL;N;A;MAÑANA;No;Estrato 5 y 6;Si;Si;<= 25;A1;High
151;OFICIAL;N;A;MAÑANA;No;Sin Estrato;No;No;<= 25;A1;High
152;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;No;<= 25;A-;High
153;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
154;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Low
155;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
156;OFICIAL;N;A;MAÑANA;Si;Estrato 3;No;No;<= 25;A2;Very High
157;OFICIAL;N;A;MAÑANA;Si;Estrato 3;No;Si;<= 25;A-;Low
158;OFICIAL;N;A;MAÑANA;Si;Estrato 3;No;Si;<= 25;A2;Very High
159;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;No;<= 25;A-;Low
160;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;No;<= 25;A1;Medium
161;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A-;Low
162;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A1;High
163;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A2;High
164;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
165;OFICIAL;N;A;MAÑANA;Si;Estrato 4;No;No;<= 25;A2;Very High
166;OFICIAL;N;A;MAÑANA;Si;Estrato 4;Si;Si;<= 25;A-;Low
167;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;No;<= 25;A-;Low
168;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;No;<= 25;A1;Low
169;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;No;>= 26;A-;Low
170;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
171;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
172;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;<= 25;A1;High
173;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;<= 25;A2;High
174;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;>= 26;A-;Low
175;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
176;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
177;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;<= 25;B+;Very High
178;OFICIAL;N;A;NOCHE;No;Estrato 3;No;No;<= 25;A-;Low
179;OFICIAL;N;A;NOCHE;No;Estrato 3;No;No;<= 25;A1;High
180;OFICIAL;N;A;NOCHE;No;Estrato 3;No;No;>= 26;A-;Low
181;OFICIAL;N;A;NOCHE;No;Estrato 3;No;No;>= 26;A1;Medium
182;OFICIAL;N;A;NOCHE;No;Estrato 3;No;Si;<= 25;A-;Low
183;OFICIAL;N;A;NOCHE;No;Estrato 3;No;Si;<= 25;A1;High
184;OFICIAL;N;A;NOCHE;No;Estrato 3;No;Si;>= 26;A-;Medium
185;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;No;<= 25;A-;Low
186;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;No;<= 25;A1;Medium
187;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;No;<= 25;A2;Medium
188;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;No;<= 25;B1;High
189;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;No;>= 26;A-;Low
190;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;No;>= 26;A1;High
191;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;Si;<= 25;A-;Low
192;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;Si;<= 25;A1;Medium
193;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;Si;<= 25;A2;Medium
194;OFICIAL;N;A;NOCHE;No;Estrato 3;Si;Si;>= 26;A-;Low
195;OFICIAL;N;A;NOCHE;No;Estrato 4;No;Si;>= 26;A-;Low
196;OFICIAL;N;A;NOCHE;No;Estrato 4;Si;No;<= 25;A-;Low
197;OFICIAL;N;A;NOCHE;No;Estrato 4;Si;No;<= 25;A1;Medium
198;OFICIAL;N;A;NOCHE;No;Estrato 4;Si;Si;<= 25;A-;Low
199;OFICIAL;N;A;NOCHE;No;Estrato 4;Si;Si;<= 25;A1;Medium
200;OFICIAL;N;A;NOCHE;No;Estrato 5 y 6;No;No;>= 26;A-;Low
201;OFICIAL;N;A;NOCHE;No;Estrato 5 y 6;Si;Si;>= 26;A-;Low
202;OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;No;<= 25;A1;Low
203;OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
204;OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
205;OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
206;OFICIAL;N;A;NOCHE;Si;Estrato 3;No;No;<= 25;A1;Medium
207;OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;No;<= 25;A-;Low
208;OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;Si;<= 25;A-;Low
209;OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;Si;<= 25;A1;High
210;OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;Si;<= 25;A2;High
211;OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;Si;>= 26;A-;Medium
212;OFICIAL;N;A;NOCHE;Si;Estrato 4;Si;No;<= 25;A-;Low
213;OFICIAL;N;A;NOCHE;Si;Estrato 4;Si;Si;<= 25;A-;Low
214;OFICIAL;N;A;NOCHE;Si;Estrato 4;Si;Si;>= 26;A-;Medium
215;OFICIAL;N;A;NOCHE;Si;Sin Estrato;Si;Si;<= 25;A-;Low
216;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A-;Medium
217;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A1;High
218;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
219;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A1;High
220;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
221;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A1;Medium
222;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A2;High
223;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
224;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
225;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A2;Medium
226;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
227;OFICIAL;N;A;TARDE;No;Estrato 3;No;No;<= 25;A-;Low
228;OFICIAL;N;A;TARDE;No;Estrato 3;No;No;<= 25;B1;Very High
229;OFICIAL;N;A;TARDE;No;Estrato 3;No;Si;<= 25;A1;Medium
230;OFICIAL;N;A;TARDE;No;Estrato 3;No;Si;<= 25;A2;High
231;OFICIAL;N;A;TARDE;No;Estrato 3;Si;No;<= 25;A-;Low
232;OFICIAL;N;A;TARDE;No;Estrato 3;Si;No;<= 25;A1;Medium
233;OFICIAL;N;A;TARDE;No;Estrato 3;Si;No;<= 25;B1;Very High
234;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A-;Medium
235;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A1;High
236;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A2;High
237;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;B1;Very High
238;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;>= 26;A-;Medium
239;OFICIAL;N;A;TARDE;No;Estrato 4;Si;Si;<= 25;A1;Medium
240;OFICIAL;N;A;TARDE;No;Estrato 4;Si;Si;<= 25;B+;Very High
241;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A-;High
242;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
243;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Medium
244;OFICIAL;N;A;TARDE;Si;Estrato 3;No;No;<= 25;A-;Low
245;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;No;<= 25;A1;High
246;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;No;<= 25;B1;High
247;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A-;Medium
248;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A1;Medium
249;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A2;Medium
250;OFICIAL;N;A;TARDE;Si;Estrato 4;Si;Si;<= 25;A2;High
251;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A-;Medium
252;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A1;High
253;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A2;High
254;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A1;Medium
255;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A2;Very High
256;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
257;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A1;High
258;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A2;High
259;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
260;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
261;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
262;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
263;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;>= 26;A-;Medium
264;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;>= 26;A1;Very High
265;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;<= 25;A-;Low
266;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;<= 25;A1;Medium
267;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;Si;<= 25;A-;High
268;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A-;Low
269;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A1;High
270;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A2;High
271;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;B+;Very High
272;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A-;Medium
273;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A1;High
274;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A2;Very High
275;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;B1;Very High
276;OFICIAL;N;A;MAÑANA;No;Estrato 4;Si;Si;<= 25;A2;High
277;OFICIAL;N;A;MAÑANA;No;Sin Estrato;No;Si;<= 25;A1;Medium
278;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;No;Si;<= 25;A1;Very High
279;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;No;<= 25;A1;High
280;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
281;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
282;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
283;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
284;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;No;<= 25;A1;High
285;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A-;Low
286;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A1;Medium
287;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A2;Very High
288;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
289;OFICIAL;N;A;MAÑANA;Si;Estrato 4;Si;Si;<= 25;B1;High
290;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A-;Low
291;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A1;High
292;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A2;Medium
293;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A-;Medium
294;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A1;High
295;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A2;Very High
296;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
297;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A1;Medium
