;cole_naturaleza;cole_bilingue;cole_calendario;cole_jornada;fami_tieneautomovil;fami_estratovivienda;fami_tieneinternet;fami_tienecomputador;estu_edad_cat;desemp_ingles;avg_punt_global
10525;OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;No;<= 25;A-;Low
10526;OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;No;<= 25;A1;High
10527;OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10528;OFICIAL;N;A;NOCHE;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Low
10529;OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;Si;<= 25;A1;Medium
10530;OFICIAL;N;A;NOCHE;Si;Estrato 3;Si;Si;<= 25;A2;Medium
10531;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A-;Low
10532;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A1;Medium
10533;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;No;<= 25;A2;Medium
10534;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
10535;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A1;Very High
10536;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;No;Si;<= 25;A2;High
10537;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
10538;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A1;Medium
10539;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;<= 25;A2;High
10540;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;No;>= 26;A1;Medium
10541;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10542;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
10543;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
10544;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
10545;OFICIAL;N;A;TARDE;No;Estrato 3;No;No;<= 25;A2;High
10546;OFICIAL;N;A;TARDE;No;Estrato 3;Si;No;<= 25;A-;Low
10547;OFICIAL;N;A;TARDE;No;Estrato 3;Si;No;<= 25;A1;Medium
10548;OFICIAL;N;A;TARDE;No;Estrato 3;Si;No;<= 25;A2;High
10549;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A-;Low
10550;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A1;Medium
10551;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A2;Very High
10552;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;B1;Very High
10553;OFICIAL;N;A;TARDE;No;Estrato 4;Si;Si;<= 25;A1;High
10554;OFICIAL;N;A;TARDE;No;Estrato 5 y 6;Si;Si;<= 25;A-;Medium
10555;OFICIAL;N;A;TARDE;No;Sin Estrato;No;No;<= 25;A-;High
10556;OFICIAL;N;A;TARDE;No;Sin Estrato;Si;Si;<= 25;A-;Very High
10557;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;No;No;<= 25;A-;Low
10558;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;No;No;<= 25;A1;Medium
10559;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;No;Si;<= 25;A-;Low
10560;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;No;<= 25;A-;Medium
10561;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;No;<= 25;A1;Medium
10562;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10563;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
10564;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
10565;OFICIAL;N;A;TARDE;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
10566;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A-;Low
10567;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A1;Medium
10568;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A2;High
10569;OFICIAL;N;A;TARDE;Si;Sin Estrato;No;Si;<= 25;A-;Low
10570;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A2;Medium
10571;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
10572;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
10573;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;No;<= 25;A2;High
10574;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A-;Medium
10575;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A1;High
10576;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A2;Very High
10577;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B+;Very High
10578;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;B1;Very High
10579;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;A1;Medium
10580;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;A2;Very High
10581;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;B+;Very High
10582;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;B1;Very High
10583;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;No;<= 25;A1;Very High
10584;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Very High
10585;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;High
10586;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B+;Very High
10587;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
10588;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A-;Low
10589;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A1;Medium
10590;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;A2;High
10591;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B+;Very High
10592;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
10593;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A1;High
10594;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;A2;High
10595;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B+;Very High
10596;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;<= 25;B1;Very High
10597;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;A1;Medium
10598;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;B+;Very High
10599;NO OFICIAL;N;A;COMPLETA;Si;Estrato 5 y 6;Si;Si;<= 25;B1;Very High
10600;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;A-;Low
10601;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;A1;High
10602;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;<= 25;A2;Very High
10603;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;>= 26;A-;Low
10604;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;No;>= 26;A1;Medium
10605;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
10606;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;<= 25;A1;Low
10607;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;>= 26;A-;Medium
10608;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;No;Si;>= 26;A1;High
10609;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
10610;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;<= 25;A1;Medium
10611;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;>= 26;A-;Low
10612;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;No;>= 26;A1;Low
10613;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10614;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
10615;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;>= 26;A-;Low
10616;NO OFICIAL;N;A;COMPLETA;No;Estrato 1 y 2;Si;Si;>= 26;A1;Medium
10617;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;No;<= 25;A-;Low
10618;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;No;<= 25;A1;High
10619;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;No;>= 26;A-;Low
10620;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;No;>= 26;A1;Medium
10621;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;Si;<= 25;A-;Low
10622;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;No;Si;>= 26;A-;Low
10623;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;<= 25;A-;Low
10624;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;No;>= 26;A-;Low
10625;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;<= 25;A-;Low
10626;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;>= 26;A-;Low
10627;NO OFICIAL;N;A;COMPLETA;No;Estrato 3;Si;Si;>= 26;A1;Medium
10628;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;No;>= 26;A1;High
10629;NO OFICIAL;N;A;COMPLETA;No;Estrato 4;Si;Si;<= 25;A-;Medium
10630;NO OFICIAL;N;A;COMPLETA;No;Estrato 5 y 6;No;No;>= 26;A-;Low
10631;NO OFICIAL;N;A;COMPLETA;No;Estrato 5 y 6;No;Si;>= 26;A-;Low
10632;NO OFICIAL;N;A;COMPLETA;No;Sin Estrato;Si;Si;<= 25;A-;Low
10633;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;No;No;<= 25;A-;Low
10634;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;No;No;>= 26;A-;Low
10635;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;No;Si;<= 25;A1;Low
10636;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;No;<= 25;A-;Low
10637;NO OFICIAL;N;A;COMPLETA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
10638;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;No;No;<= 25;A-;Low
10639;NO OFICIAL;N;A;COMPLETA;Si;Estrato 3;Si;Si;>= 26;A1;Low
10640;NO OFICIAL;N;A;COMPLETA;Si;Estrato 4;Si;Si;>= 26;A-;Low
10641;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;<= 25;A-;Low
10642;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;<= 25;A1;High
10643;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;<= 25;A2;Medium
10644;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;Si;<= 25;A-;Medium
10645;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;Si;<= 25;A1;High
10646;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;Si;<= 25;A2;Very High
10647;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
10648;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A1;Medium
10649;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
10650;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
10651;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A2;Medium
10652;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;B1;High
10653;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A-;Low
10654;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A1;High
10655;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A2;Very High
10656;OFICIAL;N;A;UNICA;No;Estrato 3;No;Si;<= 25;A-;High
10657;OFICIAL;N;A;UNICA;No;Estrato 3;No;Si;<= 25;A1;Low
10658;OFICIAL;N;A;UNICA;No;Estrato 3;No;Si;<= 25;A2;High
10659;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A-;Low
10660;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A1;Medium
10661;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A2;High
10662;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;B1;High
10663;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A-;Medium
10664;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A1;Medium
10665;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A2;High
10666;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;B+;Very High
10667;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;B1;Very High
10668;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;>= 26;A-;Medium
10669;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;>= 26;A2;High
10670;OFICIAL;N;A;UNICA;No;Estrato 4;Si;Si;<= 25;A-;Medium
10671;OFICIAL;N;A;UNICA;No;Estrato 5 y 6;No;No;<= 25;A-;Low
10672;OFICIAL;N;A;UNICA;No;Sin Estrato;Si;Si;<= 25;A1;High
10673;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;No;<= 25;B1;High
10674;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10675;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;High
10676;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
10677;OFICIAL;N;A;UNICA;Si;Estrato 3;No;No;<= 25;B1;Very High
10678;OFICIAL;N;A;UNICA;Si;Estrato 3;No;Si;<= 25;A2;Very High
10679;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;No;<= 25;A1;High
10680;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;No;<= 25;A2;High
10681;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
10682;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A1;Medium
10683;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A2;High
10684;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;B+;Very High
10685;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
10686;OFICIAL;N;A;UNICA;Si;Estrato 4;Si;Si;<= 25;A-;Medium
10687;OFICIAL;N;A;UNICA;Si;Estrato 4;Si;Si;<= 25;A1;Medium
10688;OFICIAL;N;A;UNICA;Si;Estrato 4;Si;Si;<= 25;A2;Very High
10689;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A-;Medium
10690;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A1;Medium
10691;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
10692;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
10693;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A-;High
10694;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
10695;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A2;Medium
10696;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;B1;High
10697;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
10698;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
10699;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
10700;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
10701;OFICIAL;N;A;TARDE;No;Estrato 1 y 2;Si;Si;<= 25;A1;High
10702;OFICIAL;N;A;TARDE;No;Estrato 3;Si;Si;<= 25;A1;Very High
10703;OFICIAL;N;A;TARDE;Si;Estrato 3;No;No;<= 25;A-;Low
10704;OFICIAL;N;A;TARDE;Si;Estrato 3;Si;Si;<= 25;A-;Medium
10705;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;<= 25;A-;Low
10706;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;<= 25;A1;High
10707;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;No;>= 26;A2;High
10708;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;Si;<= 25;A-;Medium
10709;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;No;Si;>= 26;A-;Low
10710;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
10711;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A1;High
10712;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;A2;Very High
10713;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;No;<= 25;B1;High
10714;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10715;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
10716;OFICIAL;N;A;UNICA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
10717;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A-;Low
10718;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A1;Low
10719;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;A2;Medium
10720;OFICIAL;N;A;UNICA;No;Estrato 3;No;No;<= 25;B1;Very High
10721;OFICIAL;N;A;UNICA;No;Estrato 3;No;Si;<= 25;A1;Medium
10722;OFICIAL;N;A;UNICA;No;Estrato 3;No;Si;<= 25;A2;High
10723;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A-;Low
10724;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A1;Very High
10725;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;A2;High
10726;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;<= 25;B1;High
10727;OFICIAL;N;A;UNICA;No;Estrato 3;Si;No;>= 26;A2;Very High
10728;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A-;Low
10729;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A1;Medium
10730;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;A2;High
10731;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;<= 25;B1;Very High
10732;OFICIAL;N;A;UNICA;No;Estrato 3;Si;Si;>= 26;A1;Medium
10733;OFICIAL;N;A;UNICA;No;Estrato 4;Si;Si;<= 25;A-;Low
10734;OFICIAL;N;A;UNICA;No;Estrato 4;Si;Si;<= 25;A1;Low
10735;OFICIAL;N;A;UNICA;No;Estrato 4;Si;Si;<= 25;A2;High
10736;OFICIAL;N;A;UNICA;No;Sin Estrato;Si;No;<= 25;A2;High
10737;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;No;Si;<= 25;A1;High
10738;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;No;<= 25;A-;Low
10739;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;No;<= 25;A1;High
10740;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Medium
10741;OFICIAL;N;A;UNICA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Low
10742;OFICIAL;N;A;UNICA;Si;Estrato 3;No;No;<= 25;A1;Medium
10743;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;No;<= 25;A-;Low
10744;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;No;<= 25;A1;Medium
10745;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A-;Low
10746;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A1;Medium
10747;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;A2;High
10748;OFICIAL;N;A;UNICA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
10749;OFICIAL;N;A;UNICA;Si;Estrato 4;Si;Si;<= 25;A-;Low
10750;OFICIAL;N;A;UNICA;Si;Estrato 5 y 6;Si;No;<= 25;B1;Very High
10751;OFICIAL;N;A;UNICA;Si;Sin Estrato;Si;Si;<= 25;A1;High
10752;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A-;Low
10753;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A1;High
10754;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;No;<= 25;A2;High
10755;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A-;Medium
10756;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A1;Medium
10757;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;<= 25;A2;Very High
10758;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;No;Si;>= 26;A-;Medium
10759;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A-;Medium
10760;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A1;High
10761;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;No;<= 25;A2;High
10762;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10763;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
10764;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;A2;High
10765;OFICIAL;N;A;MAÑANA;No;Estrato 1 y 2;Si;Si;<= 25;B1;Very High
10766;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;<= 25;A1;Medium
10767;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;<= 25;A2;High
10768;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;No;>= 26;A-;Low
10769;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;Si;<= 25;A-;Low
10770;OFICIAL;N;A;MAÑANA;No;Estrato 3;No;Si;<= 25;A2;High
10771;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A-;Low
10772;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;No;<= 25;A1;Medium
10773;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A-;Medium
10774;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A1;Medium
10775;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;A2;High
10776;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;B+;Very High
10777;OFICIAL;N;A;MAÑANA;No;Estrato 3;Si;Si;<= 25;B1;Very High
10778;OFICIAL;N;A;MAÑANA;No;Estrato 4;Si;Si;<= 25;A1;Medium
10779;OFICIAL;N;A;MAÑANA;No;Estrato 5 y 6;Si;Si;<= 25;A-;Low
10780;OFICIAL;N;A;MAÑANA;No;Sin Estrato;Si;No;<= 25;A-;Low
10781;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;No;No;<= 25;A-;Low
10782;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;No;Si;>= 26;A-;High
10783;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;No;<= 25;A-;Low
10784;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;No;<= 25;A2;High
10785;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10786;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A1;Medium
10787;OFICIAL;N;A;MAÑANA;Si;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
10788;OFICIAL;N;A;MAÑANA;Si;Estrato 3;No;Si;<= 25;A1;High
10789;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A-;Medium
10790;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A1;High
10791;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;A2;High
10792;OFICIAL;N;A;MAÑANA;Si;Estrato 3;Si;Si;<= 25;B1;Very High
10793;OFICIAL;N;A;MAÑANA;Si;Estrato 4;No;Si;<= 25;A-;Low
10794;OFICIAL;N;A;MAÑANA;Si;Estrato 4;Si;Si;<= 25;A1;Medium
10795;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;No;<= 25;A-;Low
10796;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;No;<= 25;A1;Low
10797;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;No;>= 26;A-;Low
10798;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;Si;<= 25;A-;Low
10799;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;No;Si;>= 26;A-;Low
10800;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;<= 25;A-;Low
10801;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;<= 25;A1;High
10802;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;>= 26;A-;Low
10803;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;No;>= 26;A1;Medium
10804;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;<= 25;A-;Low
10805;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;<= 25;A1;Low
10806;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;<= 25;A2;Very High
10807;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;>= 26;A-;Low
10808;OFICIAL;N;A;NOCHE;No;Estrato 1 y 2;Si;Si;>= 26;A1;Low
10809;OFICIAL;N;A;NOCHE;No;Estrato 3;No;No;<= 25;A-;Low
10810;OFICIAL;N;A;NOCHE;No;Estrato 3;No;No;>= 26;A-;Medium
10811;OFICIAL;N;A;NOCHE;No;Estrato 3;No;No;>= 26;A1;Medium
